code,val_2006,val_2025,loading,scale_sd,delta,contribution,name
v2elffelr,0.4713231973505946,0.24868282402528977,-0.002460120744187915,0.30438868686844167,-0.2226403733253048,0.001799417076062529,Subnational elections free and fair
v2elffelrbin,0.7474484690814489,0.8256954172503503,-0.005440825687225614,0.2387238670531393,0.07824694816890143,-0.001783349150630189,Subnational elections held
v2castate,0.6394930370833984,0.5847285244875606,-0.006409472670057431,0.20019373737760215,-0.05476451259583781,0.0017533597772340197,Engagement in state-administered mass organizations
v2pscnslnl,0.232237539766702,0.20875624905317378,0.011447995897528353,0.17274962392904133,-0.023481290713528225,-0.0015560885959876802,Candidate selection-national/local
v2lgstafflo,0.5179987797437462,0.6129753914988814,-0.004322025234070509,0.27069510832993093,0.09497661175513517,-0.0015164341726925238,Lower chamber staff
v2mecorrpt,0.4200626959247649,0.3979623824451411,0.013351273445775894,0.22551858740648462,-0.022100313479623823,-0.0013083947176911954,Media corrupt
v2smlawpr,0.29696769940672385,0.3091628213579433,-0.019771714883351898,0.1926066739319549,0.012195121951219468,-0.0012518697782632443,Defamation protection 
v2elpubfin,0.19733247629760567,0.2214366061385184,-0.012898147202675347,0.2575828047643876,0.02410412984091273,-0.0012069851291699092,Public campaign finance
v2eldonate,0.10173577627772418,0.20347155255544838,0.00248915353449853,0.22612422191145445,0.1017357762777242,0.00111989757207793,Disclosure of campaign donations
v2clsocgrp,0.3758149642968023,0.3838869916175101,-0.025450617990997133,0.18864986157274807,0.00807202732070783,-0.0010889914365137506,Social group equality in respect for civil liberties
v2exdfcbhs,0.27969657843770174,0.236120077469335,0.006399186082846081,0.2566731914436607,-0.04357650096836674,-0.001086417077558757,HOS appoints cabinet in practice
v2exdfvths,0.19918566775244304,0.1260586319218241,-0.0034184929276472294,0.2542481394829199,-0.07312703583061894,9.832294360744773e-4,HOS veto power in practice
v2clprptyw,0.5834275561298659,0.5939266677434986,0.014659806026355152,0.16447889546642,0.010499111613632706,9.357731839604393e-4,Property rights for women
v2pepwrsoc,0.39843879754193656,0.3861484803188839,0.013682565894843651,0.2002057056184658,-0.012290317223052682,-8.399514626891821e-4,Power distributed by social group
v2jucomp,0.3189953376447586,0.3326816062565799,-0.013064725366394457,0.23601823102617514,0.013686268611821262,-7.575996986619192e-4,Compliance with judiciary
v2lgcomslo,0.421602787456446,0.38277750124440024,-0.003058394761691803,0.23377696437587675,-0.038825286212045784,5.07933073256891e-4,Lower chamber committees
v2psprbrch,0.5521241337752335,0.4611328713467912,-6.260845541896089e-4,0.1877937803897348,-0.0909912624284423,3.0335522217207045e-4,Party branches
v2clslavef,0.42020755825337774,0.4235363226943411,0.009844313195093726,0.1818812719904605,0.003328764440963361,1.8016918042696077e-4,Freedom from forced labor for women
v2lgdsadlobin,0.9733124018838304,0.9674254317111459,0.00959592042243169,0.36257543055531816,-0.005886970172684469,-1.5580453760969962e-4,Representation of disadvantaged social groups binary
v2juhccomp,0.2965328467153285,0.28299878345498786,0.00212300086663774,0.23031357551318565,-0.013534063260340623,-1.247552514731732e-4,Compliance with high court
v2lglegplo,0.733482835949629,0.733482835949629,0.008115710972406006,0.23886878744626114,0,0,Lower chamber legislates in practice
v2strenarm,0.6121728292480266,0.6121728292480266,-0.03786572665021929,0.18869739227959156,0,-0,Remuneration in the Armed Forces
v2lgfunds,0.3418401611820013,0.3418401611820013,0.028219665986599904,0.30139138729903103,0,0,Legislature controls resources
v2jucorrdc,0.23361537358382334,0.23361537358382334,-0.11850834690377898,0.2119806329053783,0,-0,Judicial corruption decision
v2mecenefibin,0.9840625000000001,0.9840625000000001,0.030366243118182146,0.15712909764006056,0,0,Internet binary
v2regimpgroup,0.15384615384615385,0.15384615384615385,0.03443940725174246,0.25122700674838566,0,0,Regime most important support group
v2regimpoppgroup,0.7692307692307693,0.7692307692307693,-0.00107956459856424,0.32126757839031633,0,-0,Regime most important opposition group
v2regproreg,0.15384615384615385,0.15384615384615385,0.024641116035556982,0.2677562762117101,0,0,Strongest pro-regime preferences
v2regantireg,0.7692307692307693,0.7692307692307693,-0.0030603054529652588,0.2694205664496234,0,-0,Strongest anti-regime preferences
