country_name,year,UMAP1,UMAP2,region
Netherlands,2015,-6.730591818328873,2.4372788383076096,W. Europe & N. America
Netherlands,2025,-6.776465460296646,2.330738635213127,W. Europe & N. America
Panama,1975,2.5568815026321254,-1.7555277632167434,Latin America & Caribbean
Panama,1985,2.5069602284469448,-1.654480724184761,Latin America & Caribbean
Panama,1995,1.7405003461875759,3.8089976026127244,Latin America & Caribbean
Panama,2005,1.863910749916061,3.7055217935154343,Latin America & Caribbean
Panama,2015,1.750508740905746,3.7420022203037644,Latin America & Caribbean
Panama,2025,1.7350144538917385,3.8187119676182175,Latin America & Caribbean
Papua New Guinea,1975,-2.4235020127258458,3.4701685620853806,East Asia & Pacific
Papua New Guinea,1985,-2.3563559498748936,3.4631404592106247,East Asia & Pacific
Papua New Guinea,1995,-2.453954502578751,3.4780225469181443,East Asia & Pacific
Papua New Guinea,2005,-2.473041817184464,3.5474688722202683,East Asia & Pacific
Papua New Guinea,2015,-2.444407030578629,3.5064868642399216,East Asia & Pacific
Papua New Guinea,2025,-2.451146646972672,3.4976906491825486,East Asia & Pacific
Qatar,1975,1.1483801010885082,-4.628316192476998,Middle East & N. Africa
Qatar,1985,1.125458389882072,-4.58635786041523,Middle East & N. Africa
Qatar,1995,1.0801170620956264,-4.672358302920113,Middle East & N. Africa
Qatar,2005,1.0690987560787044,-4.624350337832222,Middle East & N. Africa
Qatar,2015,1.0643454272188984,-4.670215396731148,Middle East & N. Africa
Qatar,2025,1.0958824980892978,-4.599355010836373,Middle East & N. Africa
Sierra Leone,1975,2.6844605956115566,-1.4806616590907669,Sub-Saharan Africa
Sierra Leone,1985,2.868629768852218,-1.6087718294551467,Sub-Saharan Africa
Sierra Leone,1995,2.673710659507736,-1.3730352209498977,Sub-Saharan Africa
Sierra Leone,2005,0.6989934597053372,1.598053695113411,Sub-Saharan Africa
Sierra Leone,2015,1.0135959427692733,1.5301393581936265,Sub-Saharan Africa
Sierra Leone,2025,0.9335082400479161,1.5610888017723465,Sub-Saharan Africa
Spain,1975,2.1599467549362026,-1.925204543917427,W. Europe & N. America
Spain,1985,-6.382720037933365,0.5584057284901047,W. Europe & N. America
Spain,1995,-6.458779856201187,0.5642163468906785,W. Europe & N. America
Spain,2005,-6.450366541381851,0.6363793326923752,W. Europe & N. America
