country_name,iso3,stakeholder,satisfaction
Switzerland,CHE,Workhorses,0.9283886544605728
Switzerland,CHE,Rentiers,0.5114494271024322
Switzerland,CHE,Powerbrokers,0.06211180124223603
Syria,SYR,Magicians,0.33596935921933907
Syria,SYR,Workhorses,0.3447423955309924
Syria,SYR,Rentiers,0.4599690226688344
Syria,SYR,Powerbrokers,0.9639612496523593
Tajikistan,TJK,Magicians,0.33339781888458075
Tajikistan,TJK,Workhorses,0.18654513744269707
Tajikistan,TJK,Rentiers,0.507012081337053
Tajikistan,TJK,Powerbrokers,0.7390493186242699
Tanzania,TZA,Magicians,0.4321838679251913
Tanzania,TZA,Workhorses,0.39854382143888445
Tanzania,TZA,Rentiers,0.4882974470977736
Tanzania,TZA,Powerbrokers,0.5743371651061462
Thailand,THA,Magicians,0.5840460782453001
Thailand,THA,Workhorses,0.4609213126601698
Thailand,THA,Rentiers,0.6788628420103515
Thailand,THA,Powerbrokers,0.669845647538704
The Gambia,GMB,Magicians,0.47107057964966415
The Gambia,GMB,Workhorses,0.6115047849946272
The Gambia,GMB,Rentiers,0.40441864102417296
The Gambia,GMB,Powerbrokers,0.3382312042273107
Timor-Leste,TLS,Magicians,0.4213935455067969
Timor-Leste,TLS,Workhorses,0.5795233545817532
Timor-Leste,TLS,Rentiers,0.40260591545383456
Timor-Leste,TLS,Powerbrokers,0.7283419857235561
Togo,TGO,Magicians,0.3701618880754186
Togo,TGO,Workhorses,0.36787513448418374
Togo,TGO,Rentiers,0.4201999231219144
Togo,TGO,Powerbrokers,0.720299898025401
Trinidad and Tobago,TTO,Magicians,0.5074811102753798
Trinidad and Tobago,TTO,Workhorses,0.7003219081742798
Trinidad and Tobago,TTO,Rentiers,0.39792452873830025
Trinidad and Tobago,TTO,Powerbrokers,0.45172429776582923
Tunisia,TUN,Magicians,0.43391402888276054
Tunisia,TUN,Workhorses,0.5678093296497695
Tunisia,TUN,Rentiers,0.42054242339927306
Tunisia,TUN,Powerbrokers,0.6394734402521554
Turkmenistan,TKM,Magicians,0.3651865725549051
Turkmenistan,TKM,Workhorses,0.26857968662009424
Turkmenistan,TKM,Rentiers,0.5187687084257006
Turkmenistan,TKM,Powerbrokers,0.9626865671641791
Türkiye,TUR,Magicians,0.47461712705366954
Türkiye,TUR,Workhorses,0.2781475964911185
Türkiye,TUR,Rentiers,0.5954505530077924
Türkiye,TUR,Powerbrokers,0.5336632057105775
Uganda,UGA,Magicians,0.3598098753477232
Uganda,UGA,Workhorses,0.2879424785783707
Uganda,UGA,Rentiers,0.37334331118548825
Uganda,UGA,Powerbrokers,0.356829980532122
Ukraine,UKR,Magicians,0.4158616740710035
Ukraine,UKR,Workhorses,0.42590855012508394
Ukraine,UKR,Rentiers,0.4466757427656788
Ukraine,UKR,Powerbrokers,0.5809423379994438
United Arab Emirates,ARE,Magicians,0.6277582171668665
United Arab Emirates,ARE,Workhorses,0.5976916904700303
United Arab Emirates,ARE,Rentiers,0.48345346985237464
United Arab Emirates,ARE,Powerbrokers,0.19385603040697136
United Kingdom,GBR,Magicians,0.6921628109674673
United Kingdom,GBR,Workhorses,0.7912154980011193
United Kingdom,GBR,Rentiers,0.5526263795363712
United Kingdom,GBR,Powerbrokers,0.27329192546583847
United States of America,USA,Magicians,0.6880732597204654
United States of America,USA,Workhorses,0.7340227574198122
United States of America,USA,Rentiers,0.5220287752726441
United States of America,USA,Powerbrokers,0.0496894409937888
Uruguay,URY,Magicians,0.6092410357932391
Uruguay,URY,Workhorses,0.8004669494369759
Uruguay,URY,Rentiers,0.4434184528191082
Uruguay,URY,Powerbrokers,0.34602994345044963
Uzbekistan,UZB,Magicians,0.3943808596914399
Uzbekistan,UZB,Workhorses,0.32986061053755383
Uzbekistan,UZB,Rentiers,0.4981349118039961
Uzbekistan,UZB,Powerbrokers,0.8208955223880597
Venezuela,VEN,Magicians,0.35085572280672117
Venezuela,VEN,Workhorses,0.17707612083266266
Venezuela,VEN,Rentiers,0.575689653529854
Venezuela,VEN,Powerbrokers,0.9651779920274404
Vietnam,VNM,Magicians,0.4125656104824336
Vietnam,VNM,Workhorses,0.37173602213626133
Vietnam,VNM,Rentiers,0.4292273429732382
Vietnam,VNM,Powerbrokers,0.5058983035134885
Yemen,YEM,Magicians,0.28142203669579574
Yemen,YEM,Workhorses,0.12208160164581856
Yemen,YEM,Rentiers,0.5526932812892559
Yemen,YEM,Powerbrokers,0.9881918049504033
Zambia,ZMB,Magicians,0.3719975222735038
Zambia,ZMB,Workhorses,0.4140413029703164
Zambia,ZMB,Rentiers,0.43824449771171714
Zambia,ZMB,Powerbrokers,0.6363330861221841
Zimbabwe,ZWE,Magicians,0.32479547755444843
Zimbabwe,ZWE,Workhorses,0.19286068099973558
Zimbabwe,ZWE,Rentiers,0.5319330747448138
Zimbabwe,ZWE,Powerbrokers,0.8427621210716603
